frequency_hz,power
0.0,1.7006898017575605e-23
0.0002,2854.3482418452973
0.0004,639.6653415091803
0.0006000000000000001,221.3316192792932
0.0008,134.27825596984147
0.001,58.10851272600094
0.0012000000000000001,28.817454070167663
0.0014,121.18658712429095
0.0016,44.72459628222277
0.0018000000000000002,10.23829863162357
0.002,43.723185384479756
0.0022,27.63792663128989
0.0024000000000000002,33.64654258653558
0.0026000000000000003,14.88431938282966
0.0028,12.986499189137586
0.003,22.189930351370965
0.0032,6.594577512734733
0.0034000000000000002,4.975105410298808
0.0036000000000000003,6.4094297192698075
0.0038,14.645361060540797
0.004,17.195871570241927
0.004200000000000001,1.3948193674226497
0.0044,12.890248435223013
0.0046,0.5901924572033247
0.0048000000000000004,9.943032411865373
0.005,4.866671149852447
0.005200000000000001,2.712919332788233
0.0054,0.4954429792321276
0.0056,3.064853198997448
0.0058000000000000005,15.233972945079996
0.006,2.473345625546542
0.006200000000000001,2.0889580495151647
0.0064,9.492849209231542
0.0066,5.62388500059563
0.0068000000000000005,3.4068408068484497
0.007,3.127319679041326
0.007200000000000001,3.2791301618209903
0.0074,0.7105869237293719
0.0076,4.302229115664303
0.0078000000000000005,7.219286920719233
0.008,5.414534614717963
0.0082,2.0736192759866947
0.008400000000000001,7.239707552481765
0.0086,4.819520830561373
0.0088,2.5359127005351687
0.009000000000000001,1.269493860167915
0.0092,3.0563899195594995
0.0094,0.47560819427718487
0.009600000000000001,6.317721282687197
0.0098,0.34937522813990735
0.01,4.0734680256706195
0.0102,2.4368125904986675
0.010400000000000001,0.8679711715036385
0.0106,5.219624504908178
0.0108,12.678420261606814
0.011000000000000001,1.0647325688412883
0.0112,9.950533398027916
0.0114,0.011640409319984722
0.011600000000000001,4.369871623535637
0.0118,1.5442010881755672
0.012,1.1678512522709572
0.0122,0.21930278355088503
0.012400000000000001,7.800427966678324
0.0126,1.6907576134650517
0.0128,1.2598789955988003
0.013000000000000001,9.381109094438784
0.0132,1.1476977900948362
0.0134,14.303947010688157
0.013600000000000001,9.349102231718149
0.013800000000000002,0.2842217055800106
0.014,2.8449324564278395
0.0142,9.215295479806057
0.014400000000000001,2.461294113590686
0.0146,5.0671361682278
0.0148,3.3906071666894086
0.015000000000000001,1.8760204054354221
0.0152,7.79733740281287
0.0154,10.651163286783877
0.015600000000000001,2.7485194986801367
0.0158,12.15099349202837
0.016,4.0815026079272005
0.0162,0.10156205716378934
0.0164,0.3521460188041446
0.0166,5.964601845555212
0.016800000000000002,1.5600147258489896
0.017,1.616778694372961
0.0172,3.596140147253097
0.017400000000000002,3.2619972211396484
0.0176,0.036265571223981774
0.0178,9.691139483357743
0.018000000000000002,2.8768383812686142
0.0182,13.284903786970148
0.0184,1.2290389356159064
0.018600000000000002,0.49571645050618746
0.0188,2.905617131136768
0.019,1.7516155796308304
0.019200000000000002,0.8714116965958069
0.0194,2.1744024680454435
0.0196,2.852301543060392
0.0198,10.656274922642046
0.02,7.038308422392921
0.020200000000000003,3.7062051537465073
0.0204,7.076964953757888
0.0206,7.387259864931512
0.020800000000000003,4.263774948444118
0.021,9.002085550086466
0.0212,3.0442151057507996
0.021400000000000002,0.37187107252742013
0.0216,2.9053320436596284
0.0218,2.8387592979107272
0.022000000000000002,0.18020471476122632
0.0222,12.413766620735286
0.0224,1.8397300630398623
0.022600000000000002,2.6180331794978957
0.0228,1.087787967801279
0.023,4.473423570951125
0.023200000000000002,0.1110938521094974
0.0234,1.0532303280649504
0.0236,0.03069988420585629
0.0238,2.432362585729676
0.024,2.991797474968894
0.024200000000000003,1.2035413092718974
0.0244,4.995352762588858
0.0246,2.0138903343054704
0.024800000000000003,0.06619358755530215
0.025,1.7541498734583914
0.0252,8.45552332676755
0.025400000000000002,12.877850207505693
0.0256,0.2960485489345244
0.0258,4.433540358624011
0.026000000000000002,3.753160390619097
0.0262,6.4041137540387725
0.0264,4.699473553178976
0.026600000000000002,7.403907938893752
0.0268,3.9411780700201917
0.027,0.4120250727841769
0.027200000000000002,1.2525842282977326
0.0274,1.075324386560066
0.027600000000000003,2.476803247804809
0.027800000000000002,6.6046292930109365
0.028,3.401198332530624
0.028200000000000003,1.6249943383357208
0.0284,11.175273085134354
0.0286,3.4849783981610782
0.028800000000000003,9.703490967316405
0.029,0.334977207246609
0.0292,14.449704956333473
0.029400000000000003,2.311600685386009
